Segmento,Subgrupo / Família,Raça / Linha Base,Mutação / Sub-variedade,Categoria / Plumagem,Código / Classe Estimada FOB
Cor,Melânicos Negro Oxidado,Cobre (Negro Vermelho),Mogno,Mosaico Fêmea,MEL-NE-MOG-COB
Cor,Melânicos Negro Oxidado,Negro Oxidado Amarelo,Mogno,Intenso,MEL-NE-MOG-AMA
Cor,Melânicos Negro Oxidado,Negro Oxidado Amarelo,Mogno,Nevado,MEL-NE-MOG-AMA
Cor,Melânicos Negro Oxidado,Negro Oxidado Amarelo,Mogno,Mosaico Macho,MEL-NE-MOG-AMA
Cor,Melânicos Negro Oxidado,Negro Oxidado Amarelo,Mogno,Mosaico Fêmea,MEL-NE-MOG-AMA
Cor,Melânicos Negro Oxidado,Negro Oxidado Amarelo Marfim,Mogno,Intenso,MEL-NE-MOG-AMA
Cor,Melânicos Negro Oxidado,Negro Oxidado Amarelo Marfim,Mogno,Nevado,MEL-NE-MOG-AMA
Cor,Melânicos Negro Oxidado,Negro Oxidado Amarelo Marfim,Mogno,Mosaico Macho,MEL-NE-MOG-AMA
Cor,Melânicos Negro Oxidado,Negro Oxidado Amarelo Marfim,Mogno,Mosaico Fêmea,MEL-NE-MOG-AMA
Cor,Melânicos Negro Oxidado,Negro Oxidado Vermelho,Mogno,Intenso,MEL-NE-MOG-VER
Cor,Melânicos Negro Oxidado,Negro Oxidado Vermelho,Mogno,Nevado,MEL-NE-MOG-VER
Cor,Melânicos Negro Oxidado,Negro Oxidado Vermelho,Mogno,Mosaico Macho,MEL-NE-MOG-VER
Cor,Melânicos Negro Oxidado,Negro Oxidado Vermelho,Mogno,Mosaico Fêmea,MEL-NE-MOG-VER
Cor,Melânicos Negro Oxidado,Negro Oxidado Vermelho Marfim,Mogno,Intenso,MEL-NE-MOG-VER
Cor,Melânicos Negro Oxidado,Negro Oxidado Vermelho Marfim,Mogno,Nevado,MEL-NE-MOG-VER
Cor,Melânicos Negro Oxidado,Negro Oxidado Vermelho Marfim,Mogno,Mosaico Macho,MEL-NE-MOG-VER
Cor,Melânicos Negro Oxidado,Negro Oxidado Vermelho Marfim,Mogno,Mosaico Fêmea,MEL-NE-MOG-VER
Cor,Melânicos Negro Oxidado,Verde (Negro Amarelo),Quartzo,Intenso,MEL-NE-QUA-VER
Cor,Melânicos Negro Oxidado,Verde (Negro Amarelo),Quartzo,Nevado,MEL-NE-QUA-VER
Cor,Melânicos Negro Oxidado,Verde (Negro Amarelo),Quartzo,Mosaico Macho,MEL-NE-QUA-VER
Cor,Melânicos Negro Oxidado,Verde (Negro Amarelo),Quartzo,Mosaico Fêmea,MEL-NE-QUA-VER
Cor,Melânicos Negro Oxidado,Azul (Negro Branco),Quartzo,Não Aplicável (Fundo Branco/Azul),MEL-NE-QUA-AZU
Cor,Melânicos Negro Oxidado,Cobre (Negro Vermelho),Quartzo,Intenso,MEL-NE-QUA-COB
Cor,Melânicos Negro Oxidado,Cobre (Negro Vermelho),Quartzo,Nevado,MEL-NE-QUA-COB
Cor,Melânicos Negro Oxidado,Cobre (Negro Vermelho),Quartzo,Mosaico Macho,MEL-NE-QUA-COB
Cor,Melânicos Negro Oxidado,Cobre (Negro Vermelho),Quartzo,Mosaico Fêmea,MEL-NE-QUA-COB
Cor,Melânicos Negro Oxidado,Negro Oxidado Amarelo,Quartzo,Intenso,MEL-NE-QUA-AMA
Cor,Melânicos Negro Oxidado,Negro Oxidado Amarelo,Quartzo,Nevado,MEL-NE-QUA-AMA
Cor,Melânicos Negro Oxidado,Negro Oxidado Amarelo,Quartzo,Mosaico Macho,MEL-NE-QUA-AMA
Cor,Melânicos Negro Oxidado,Negro Oxidado Amarelo,Quartzo,Mosaico Fêmea,MEL-NE-QUA-AMA
Cor,Melânicos Negro Oxidado,Negro Oxidado Amarelo Marfim,Quartzo,Intenso,MEL-NE-QUA-AMA
Cor,Melânicos Negro Oxidado,Negro Oxidado Amarelo Marfim,Quartzo,Nevado,MEL-NE-QUA-AMA
Cor,Melânicos Negro Oxidado,Negro Oxidado Amarelo Marfim,Quartzo,Mosaico Macho,MEL-NE-QUA-AMA
Cor,Melânicos Negro Oxidado,Negro Oxidado Amarelo Marfim,Quartzo,Mosaico Fêmea,MEL-NE-QUA-AMA
Cor,Melânicos Negro Oxidado,Negro Oxidado Vermelho,Quartzo,Intenso,MEL-NE-QUA-VER
Cor,Melânicos Negro Oxidado,Negro Oxidado Vermelho,Quartzo,Nevado,MEL-NE-QUA-VER
Cor,Melânicos Negro Oxidado,Negro Oxidado Vermelho,Quartzo,Mosaico Macho,MEL-NE-QUA-VER
Cor,Melânicos Negro Oxidado,Negro Oxidado Vermelho,Quartzo,Mosaico Fêmea,MEL-NE-QUA-VER
Cor,Melânicos Negro Oxidado,Negro Oxidado Vermelho Marfim,Quartzo,Intenso,MEL-NE-QUA-VER
Cor,Melânicos Negro Oxidado,Negro Oxidado Vermelho Marfim,Quartzo,Nevado,MEL-NE-QUA-VER
Cor,Melânicos Negro Oxidado,Negro Oxidado Vermelho Marfim,Quartzo,Mosaico Macho,MEL-NE-QUA-VER
Cor,Melânicos Negro Oxidado,Negro Oxidado Vermelho Marfim,Quartzo,Mosaico Fêmea,MEL-NE-QUA-VER
Cor,Melânicos Negro Oxidado,Verde (Negro Amarelo),Perla,Intenso,MEL-NE-PER-VER
Cor,Melânicos Negro Oxidado,Verde (Negro Amarelo),Perla,Nevado,MEL-NE-PER-VER
Cor,Melânicos Negro Oxidado,Verde (Negro Amarelo),Perla,Mosaico Macho,MEL-NE-PER-VER
Cor,Melânicos Negro Oxidado,Verde (Negro Amarelo),Perla,Mosaico Fêmea,MEL-NE-PER-VER
Cor,Melânicos Negro Oxidado,Azul (Negro Branco),Perla,Não Aplicável (Fundo Branco/Azul),MEL-NE-PER-AZU
Cor,Melânicos Negro Oxidado,Cobre (Negro Vermelho),Perla,Intenso,MEL-NE-PER-COB
Cor,Melânicos Negro Oxidado,Cobre (Negro Vermelho),Perla,Nevado,MEL-NE-PER-COB
Cor,Melânicos Negro Oxidado,Cobre (Negro Vermelho),Perla,Mosaico Macho,MEL-NE-PER-COB
Cor,Melânicos Negro Oxidado,Cobre (Negro Vermelho),Perla,Mosaico Fêmea,MEL-NE-PER-COB
Cor,Melânicos Negro Oxidado,Negro Oxidado Amarelo,Perla,Intenso,MEL-NE-PER-AMA
Cor,Melânicos Negro Oxidado,Negro Oxidado Amarelo,Perla,Nevado,MEL-NE-PER-AMA
Cor,Melânicos Negro Oxidado,Negro Oxidado Amarelo,Perla,Mosaico Macho,MEL-NE-PER-AMA
Cor,Melânicos Negro Oxidado,Negro Oxidado Amarelo,Perla,Mosaico Fêmea,MEL-NE-PER-AMA
Cor,Melânicos Negro Oxidado,Negro Oxidado Amarelo Marfim,Perla,Intenso,MEL-NE-PER-AMA
Cor,Melânicos Negro Oxidado,Negro Oxidado Amarelo Marfim,Perla,Nevado,MEL-NE-PER-AMA
Cor,Melânicos Negro Oxidado,Negro Oxidado Amarelo Marfim,Perla,Mosaico Macho,MEL-NE-PER-AMA
Cor,Melânicos Negro Oxidado,Negro Oxidado Amarelo Marfim,Perla,Mosaico Fêmea,MEL-NE-PER-AMA
Cor,Melânicos Negro Oxidado,Negro Oxidado Vermelho,Perla,Intenso,MEL-NE-PER-VER
Cor,Melânicos Negro Oxidado,Negro Oxidado Vermelho,Perla,Nevado,MEL-NE-PER-VER
Cor,Melânicos Negro Oxidado,Negro Oxidado Vermelho,Perla,Mosaico Macho,MEL-NE-PER-VER
Cor,Melânicos Negro Oxidado,Negro Oxidado Vermelho,Perla,Mosaico Fêmea,MEL-NE-PER-VER
Cor,Melânicos Negro Oxidado,Negro Oxidado Vermelho Marfim,Perla,Intenso,MEL-NE-PER-VER
Cor,Melânicos Negro Oxidado,Negro Oxidado Vermelho Marfim,Perla,Nevado,MEL-NE-PER-VER
Cor,Melânicos Negro Oxidado,Negro Oxidado Vermelho Marfim,Perla,Mosaico Macho,MEL-NE-PER-VER
Cor,Melânicos Negro Oxidado,Negro Oxidado Vermelho Marfim,Perla,Mosaico Fêmea,MEL-NE-PER-VER
Cor,Melânicos Castanho (Canela),Canela Amarelo,Clássico,Intenso,MEL-CA-CLÁ-VER
Cor,Melânicos Castanho (Canela),Canela Amarelo,Clássico,Nevado,MEL-CA-CLÁ-VER
Cor,Melânicos Castanho (Canela),Canela Amarelo,Clássico,Mosaico Macho,MEL-CA-CLÁ-VER
Cor,Melânicos Castanho (Canela),Canela Amarelo,Clássico,Mosaico Fêmea,MEL-CA-CLÁ-VER
Cor,Melânicos Castanho (Canela),Canela Branco,Clássico,Não Aplicável (Fundo Branco/Azul),MEL-CA-CLÁ-AZU
Cor,Melânicos Castanho (Canela),Canela Vermelho,Clássico,Intenso,MEL-CA-CLÁ-COB
Cor,Melânicos Castanho (Canela),Canela Vermelho,Clássico,Nevado,MEL-CA-CLÁ-COB
Cor,Melânicos Castanho (Canela),Canela Vermelho,Clássico,Mosaico Macho,MEL-CA-CLÁ-COB
Cor,Melânicos Castanho (Canela),Canela Vermelho,Clássico,Mosaico Fêmea,MEL-CA-CLÁ-COB
Cor,Melânicos Castanho (Canela),Castanho (Canela) Amarelo,Clássico,Intenso,MEL-CA-CLÁ-AMA
Cor,Melânicos Castanho (Canela),Castanho (Canela) Amarelo,Clássico,Nevado,MEL-CA-CLÁ-AMA
Cor,Melânicos Castanho (Canela),Castanho (Canela) Amarelo,Clássico,Mosaico Macho,MEL-CA-CLÁ-AMA
Cor,Melânicos Castanho (Canela),Castanho (Canela) Amarelo,Clássico,Mosaico Fêmea,MEL-CA-CLÁ-AMA
Cor,Melânicos Castanho (Canela),Castanho (Canela) Amarelo Marfim,Clássico,Intenso,MEL-CA-CLÁ-AMA
Cor,Melânicos Castanho (Canela),Castanho (Canela) Amarelo Marfim,Clássico,Nevado,MEL-CA-CLÁ-AMA
Cor,Melânicos Castanho (Canela),Castanho (Canela) Amarelo Marfim,Clássico,Mosaico Macho,MEL-CA-CLÁ-AMA
Cor,Melânicos Castanho (Canela),Castanho (Canela) Amarelo Marfim,Clássico,Mosaico Fêmea,MEL-CA-CLÁ-AMA
Cor,Melânicos Castanho (Canela),Castanho (Canela) Vermelho,Clássico,Intenso,MEL-CA-CLÁ-VER
Cor,Melânicos Castanho (Canela),Castanho (Canela) Vermelho,Clássico,Nevado,MEL-CA-CLÁ-VER
Cor,Melânicos Castanho (Canela),Castanho (Canela) Vermelho,Clássico,Mosaico Macho,MEL-CA-CLÁ-VER
Cor,Melânicos Castanho (Canela),Castanho (Canela) Vermelho,Clássico,Mosaico Fêmea,MEL-CA-CLÁ-VER
Cor,Melânicos Castanho (Canela),Castanho (Canela) Vermelho Marfim,Clássico,Intenso,MEL-CA-CLÁ-VER
Cor,Melânicos Castanho (Canela),Castanho (Canela) Vermelho Marfim,Clássico,Nevado,MEL-CA-CLÁ-VER
Cor,Melânicos Castanho (Canela),Castanho (Canela) Vermelho Marfim,Clássico,Mosaico Macho,MEL-CA-CLÁ-VER
Cor,Melânicos Castanho (Canela),Castanho (Canela) Vermelho Marfim,Clássico,Mosaico Fêmea,MEL-CA-CLÁ-VER
Cor,Melânicos Castanho (Canela),Canela Amarelo,Pastel,Intenso,MEL-CA-PAS-VER
Cor,Melânicos Castanho (Canela),Canela Amarelo,Pastel,Nevado,MEL-CA-PAS-VER
Cor,Melânicos Castanho (Canela),Canela Amarelo,Pastel,Mosaico Macho,MEL-CA-PAS-VER
Cor,Melânicos Castanho (Canela),Canela Amarelo,Pastel,Mosaico Fêmea,MEL-CA-PAS-VER
Cor,Melânicos Castanho (Canela),Canela Branco,Pastel,Não Aplicável (Fundo Branco/Azul),MEL-CA-PAS-AZU
Cor,Melânicos Castanho (Canela),Canela Vermelho,Pastel,Intenso,MEL-CA-PAS-COB
Cor,Melânicos Castanho (Canela),Canela Vermelho,Pastel,Nevado,MEL-CA-PAS-COB
Cor,Melânicos Castanho (Canela),Canela Vermelho,Pastel,Mosaico Macho,MEL-CA-PAS-COB
Cor,Melânicos Castanho (Canela),Canela Vermelho,Pastel,Mosaico Fêmea,MEL-CA-PAS-COB
Cor,Melânicos Castanho (Canela),Castanho (Canela) Amarelo,Pastel,Intenso,MEL-CA-PAS-AMA
Cor,Melânicos Castanho (Canela),Castanho (Canela) Amarelo,Pastel,Nevado,MEL-CA-PAS-AMA
Cor,Melânicos Castanho (Canela),Castanho (Canela) Amarelo,Pastel,Mosaico Macho,MEL-CA-PAS-AMA
Cor,Melânicos Castanho (Canela),Castanho (Canela) Amarelo,Pastel,Mosaico Fêmea,MEL-CA-PAS-AMA
Cor,Melânicos Castanho (Canela),Castanho (Canela) Amarelo Marfim,Pastel,Intenso,MEL-CA-PAS-AMA
Cor,Melânicos Castanho (Canela),Castanho (Canela) Amarelo Marfim,Pastel,Nevado,MEL-CA-PAS-AMA
Cor,Melânicos Castanho (Canela),Castanho (Canela) Amarelo Marfim,Pastel,Mosaico Macho,MEL-CA-PAS-AMA
Cor,Melânicos Castanho (Canela),Castanho (Canela) Amarelo Marfim,Pastel,Mosaico Fêmea,MEL-CA-PAS-AMA
Cor,Melânicos Castanho (Canela),Castanho (Canela) Vermelho,Pastel,Intenso,MEL-CA-PAS-VER
Cor,Melânicos Castanho (Canela),Castanho (Canela) Vermelho,Pastel,Nevado,MEL-CA-PAS-VER
Cor,Melânicos Castanho (Canela),Castanho (Canela) Vermelho,Pastel,Mosaico Macho,MEL-CA-PAS-VER
Cor,Melânicos Castanho (Canela),Castanho (Canela) Vermelho,Pastel,Mosaico Fêmea,MEL-CA-PAS-VER
Cor,Melânicos Castanho (Canela),Castanho (Canela) Vermelho Marfim,Pastel,Intenso,MEL-CA-PAS-VER
Cor,Melânicos Castanho (Canela),Castanho (Canela) Vermelho Marfim,Pastel,Nevado,MEL-CA-PAS-VER
Cor,Melânicos Castanho (Canela),Castanho (Canela) Vermelho Marfim,Pastel,Mosaico Macho,MEL-CA-PAS-VER
Cor,Melânicos Castanho (Canela),Castanho (Canela) Vermelho Marfim,Pastel,Mosaico Fêmea,MEL-CA-PAS-VER
Cor,Melânicos Castanho (Canela),Canela Amarelo,Opala,Intenso,MEL-CA-OPA-VER
Cor,Melânicos Castanho (Canela),Canela Amarelo,Opala,Nevado,MEL-CA-OPA-VER
Cor,Melânicos Castanho (Canela),Canela Amarelo,Opala,Mosaico Macho,MEL-CA-OPA-VER
Cor,Melânicos Castanho (Canela),Canela Amarelo,Opala,Mosaico Fêmea,MEL-CA-OPA-VER
Cor,Melânicos Castanho (Canela),Canela Branco,Opala,Não Aplicável (Fundo Branco/Azul),MEL-CA-OPA-AZU
Cor,Melânicos Castanho (Canela),Canela Vermelho,Opala,Intenso,MEL-CA-OPA-COB
Cor,Melânicos Castanho (Canela),Canela Vermelho,Opala,Nevado,MEL-CA-OPA-COB
Cor,Melânicos Castanho (Canela),Canela Vermelho,Opala,Mosaico Macho,MEL-CA-OPA-COB
Cor,Melânicos Castanho (Canela),Canela Vermelho,Opala,Mosaico Fêmea,MEL-CA-OPA-COB
Cor,Melânicos Castanho (Canela),Castanho (Canela) Amarelo,Opala,Intenso,MEL-CA-OPA-AMA
Cor,Melânicos Castanho (Canela),Castanho (Canela) Amarelo,Opala,Nevado,MEL-CA-OPA-AMA
Cor,Melânicos Castanho (Canela),Castanho (Canela) Amarelo,Opala,Mosaico Macho,MEL-CA-OPA-AMA
Cor,Melânicos Castanho (Canela),Castanho (Canela) Amarelo,Opala,Mosaico Fêmea,MEL-CA-OPA-AMA
Cor,Melânicos Castanho (Canela),Castanho (Canela) Amarelo Marfim,Opala,Intenso,MEL-CA-OPA-AMA
Cor,Melânicos Castanho (Canela),Castanho (Canela) Amarelo Marfim,Opala,Nevado,MEL-CA-OPA-AMA
Cor,Melânicos Castanho (Canela),Castanho (Canela) Amarelo Marfim,Opala,Mosaico Macho,MEL-CA-OPA-AMA
Cor,Melânicos Castanho (Canela),Castanho (Canela) Amarelo Marfim,Opala,Mosaico Fêmea,MEL-CA-OPA-AMA
Cor,Melânicos Castanho (Canela),Castanho (Canela) Vermelho,Opala,Intenso,MEL-CA-OPA-VER
Cor,Melânicos Castanho (Canela),Castanho (Canela) Vermelho,Opala,Nevado,MEL-CA-OPA-VER
Cor,Melânicos Castanho (Canela),Castanho (Canela) Vermelho,Opala,Mosaico Macho,MEL-CA-OPA-VER
Cor,Melânicos Castanho (Canela),Castanho (Canela) Vermelho,Opala,Mosaico Fêmea,MEL-CA-OPA-VER
Cor,Melânicos Castanho (Canela),Castanho (Canela) Vermelho Marfim,Opala,Intenso,MEL-CA-OPA-VER
Cor,Melânicos Castanho (Canela),Castanho (Canela) Vermelho Marfim,Opala,Nevado,MEL-CA-OPA-VER
Cor,Melânicos Castanho (Canela),Castanho (Canela) Vermelho Marfim,Opala,Mosaico Macho,MEL-CA-OPA-VER
Cor,Melânicos Castanho (Canela),Castanho (Canela) Vermelho Marfim,Opala,Mosaico Fêmea,MEL-CA-OPA-VER
Cor,Melânicos Castanho (Canela),Canela Amarelo,Ino,Intenso,MEL-CA-INO-VER
Cor,Melânicos Castanho (Canela),Canela Amarelo,Ino,Nevado,MEL-CA-INO-VER
Cor,Melânicos Castanho (Canela),Canela Amarelo,Ino,Mosaico Macho,MEL-CA-INO-VER
Cor,Melânicos Castanho (Canela),Canela Amarelo,Ino,Mosaico Fêmea,MEL-CA-INO-VER
Cor,Melânicos Castanho (Canela),Canela Branco,Ino,Não Aplicável (Fundo Branco/Azul),MEL-CA-INO-AZU
Cor,Melânicos Castanho (Canela),Canela Vermelho,Ino,Intenso,MEL-CA-INO-COB
Cor,Melânicos Castanho (Canela),Canela Vermelho,Ino,Nevado,MEL-CA-INO-COB
Cor,Melânicos Castanho (Canela),Canela Vermelho,Ino,Mosaico Macho,MEL-CA-INO-COB
Cor,Melânicos Castanho (Canela),Canela Vermelho,Ino,Mosaico Fêmea,MEL-CA-INO-COB
Cor,Melânicos Castanho (Canela),Castanho (Canela) Amarelo,Ino,Intenso,MEL-CA-INO-AMA
Cor,Melânicos Castanho (Canela),Castanho (Canela) Amarelo,Ino,Nevado,MEL-CA-INO-AMA
Cor,Melânicos Castanho (Canela),Castanho (Canela) Amarelo,Ino,Mosaico Macho,MEL-CA-INO-AMA
Cor,Melânicos Castanho (Canela),Castanho (Canela) Amarelo,Ino,Mosaico Fêmea,MEL-CA-INO-AMA
Cor,Melânicos Castanho (Canela),Castanho (Canela) Amarelo Marfim,Ino,Intenso,MEL-CA-INO-AMA
Cor,Melânicos Castanho (Canela),Castanho (Canela) Amarelo Marfim,Ino,Nevado,MEL-CA-INO-AMA
Cor,Melânicos Castanho (Canela),Castanho (Canela) Amarelo Marfim,Ino,Mosaico Macho,MEL-CA-INO-AMA
Cor,Melânicos Castanho (Canela),Castanho (Canela) Amarelo Marfim,Ino,Mosaico Fêmea,MEL-CA-INO-AMA
Cor,Melânicos Castanho (Canela),Castanho (Canela) Vermelho,Ino,Intenso,MEL-CA-INO-VER
Cor,Melânicos Castanho (Canela),Castanho (Canela) Vermelho,Ino,Nevado,MEL-CA-INO-VER
Cor,Melânicos Castanho (Canela),Castanho (Canela) Vermelho,Ino,Mosaico Macho,MEL-CA-INO-VER
Cor,Melânicos Castanho (Canela),Castanho (Canela) Vermelho,Ino,Mosaico Fêmea,MEL-CA-INO-VER
Cor,Melânicos Castanho (Canela),Castanho (Canela) Vermelho Marfim,Ino,Intenso,MEL-CA-INO-VER
Cor,Melânicos Castanho (Canela),Castanho (Canela) Vermelho Marfim,Ino,Nevado,MEL-CA-INO-VER
Cor,Melânicos Castanho (Canela),Castanho (Canela) Vermelho Marfim,Ino,Mosaico Macho,MEL-CA-INO-VER
Cor,Melânicos Castanho (Canela),Castanho (Canela) Vermelho Marfim,Ino,Mosaico Fêmea,MEL-CA-INO-VER
Cor,Melânicos Castanho (Canela),Canela Amarelo,Topázio,Intenso,MEL-CA-TOP-VER
Cor,Melânicos Castanho (Canela),Canela Amarelo,Topázio,Nevado,MEL-CA-TOP-VER
Cor,Melânicos Castanho (Canela),Canela Amarelo,Topázio,Mosaico Macho,MEL-CA-TOP-VER
Cor,Melânicos Castanho (Canela),Canela Amarelo,Topázio,Mosaico Fêmea,MEL-CA-TOP-VER
Cor,Melânicos Castanho (Canela),Canela Branco,Topázio,Não Aplicável (Fundo Branco/Azul),MEL-CA-TOP-AZU
Cor,Melânicos Castanho (Canela),Canela Vermelho,Topázio,Intenso,MEL-CA-TOP-COB
Cor,Melânicos Castanho (Canela),Canela Vermelho,Topázio,Nevado,MEL-CA-TOP-COB
Cor,Melânicos Castanho (Canela),Canela Vermelho,Topázio,Mosaico Macho,MEL-CA-TOP-COB
Cor,Melânicos Castanho (Canela),Canela Vermelho,Topázio,Mosaico Fêmea,MEL-CA-TOP-COB
Cor,Melânicos Castanho (Canela),Castanho (Canela) Amarelo,Topázio,Intenso,MEL-CA-TOP-AMA
Cor,Melânicos Castanho (Canela),Castanho (Canela) Amarelo,Topázio,Nevado,MEL-CA-TOP-AMA
Cor,Melânicos Castanho (Canela),Castanho (Canela) Amarelo,Topázio,Mosaico Macho,MEL-CA-TOP-AMA
Cor,Melânicos Castanho (Canela),Castanho (Canela) Amarelo,Topázio,Mosaico Fêmea,MEL-CA-TOP-AMA
Cor,Melânicos Castanho (Canela),Castanho (Canela) Amarelo Marfim,Topázio,Intenso,MEL-CA-TOP-AMA
Cor,Melânicos Castanho (Canela),Castanho (Canela) Amarelo Marfim,Topázio,Nevado,MEL-CA-TOP-AMA
Cor,Melânicos Castanho (Canela),Castanho (Canela) Amarelo Marfim,Topázio,Mosaico Macho,MEL-CA-TOP-AMA
Cor,Melânicos Castanho (Canela),Castanho (Canela) Amarelo Marfim,Topázio,Mosaico Fêmea,MEL-CA-TOP-AMA
Cor,Melânicos Castanho (Canela),Castanho (Canela) Vermelho,Topázio,Intenso,MEL-CA-TOP-VER
Cor,Melânicos Castanho (Canela),Castanho (Canela) Vermelho,Topázio,Nevado,MEL-CA-TOP-VER
Cor,Melânicos Castanho (Canela),Castanho (Canela) Vermelho,Topázio,Mosaico Macho,MEL-CA-TOP-VER
Cor,Melânicos Castanho (Canela),Castanho (Canela) Vermelho,Topázio,Mosaico Fêmea,MEL-CA-TOP-VER
Cor,Melânicos Castanho (Canela),Castanho (Canela) Vermelho Marfim,Topázio,Intenso,MEL-CA-TOP-VER
Cor,Melânicos Castanho (Canela),Castanho (Canela) Vermelho Marfim,Topázio,Nevado,MEL-CA-TOP-VER
Cor,Melânicos Castanho (Canela),Castanho (Canela) Vermelho Marfim,Topázio,Mosaico Macho,MEL-CA-TOP-VER
Cor,Melânicos Castanho (Canela),Castanho (Canela) Vermelho Marfim,Topázio,Mosaico Fêmea,MEL-CA-TOP-VER
Cor,Melânicos Castanho (Canela),Canela Amarelo,Eumo,Intenso,MEL-CA-EUM-VER
Cor,Melânicos Castanho (Canela),Canela Amarelo,Eumo,Nevado,MEL-CA-EUM-VER
Cor,Melânicos Castanho (Canela),Canela Amarelo,Eumo,Mosaico Macho,MEL-CA-EUM-VER
Cor,Melânicos Castanho (Canela),Canela Amarelo,Eumo,Mosaico Fêmea,MEL-CA-EUM-VER
Cor,Melânicos Castanho (Canela),Canela Branco,Eumo,Não Aplicável (Fundo Branco/Azul),MEL-CA-EUM-AZU
Cor,Melânicos Castanho (Canela),Canela Vermelho,Eumo,Intenso,MEL-CA-EUM-COB
Cor,Melânicos Castanho (Canela),Canela Vermelho,Eumo,Nevado,MEL-CA-EUM-COB
Cor,Melânicos Castanho (Canela),Canela Vermelho,Eumo,Mosaico Macho,MEL-CA-EUM-COB
Cor,Melânicos Castanho (Canela),Canela Vermelho,Eumo,Mosaico Fêmea,MEL-CA-EUM-COB
Cor,Melânicos Castanho (Canela),Castanho (Canela) Amarelo,Eumo,Intenso,MEL-CA-EUM-AMA
Cor,Melânicos Castanho (Canela),Castanho (Canela) Amarelo,Eumo,Nevado,MEL-CA-EUM-AMA
Cor,Melânicos Castanho (Canela),Castanho (Canela) Amarelo,Eumo,Mosaico Macho,MEL-CA-EUM-AMA
Cor,Melânicos Castanho (Canela),Castanho (Canela) Amarelo,Eumo,Mosaico Fêmea,MEL-CA-EUM-AMA
Cor,Melânicos Castanho (Canela),Castanho (Canela) Amarelo Marfim,Eumo,Intenso,MEL-CA-EUM-AMA
Cor,Melânicos Castanho (Canela),Castanho (Canela) Amarelo Marfim,Eumo,Nevado,MEL-CA-EUM-AMA
Cor,Melânicos Castanho (Canela),Castanho (Canela) Amarelo Marfim,Eumo,Mosaico Macho,MEL-CA-EUM-AMA
Cor,Melânicos Castanho (Canela),Castanho (Canela) Amarelo Marfim,Eumo,Mosaico Fêmea,MEL-CA-EUM-AMA
Cor,Melânicos Castanho (Canela),Castanho (Canela) Vermelho,Eumo,Intenso,MEL-CA-EUM-VER
Cor,Melânicos Castanho (Canela),Castanho (Canela) Vermelho,Eumo,Nevado,MEL-CA-EUM-VER
Cor,Melânicos Castanho (Canela),Castanho (Canela) Vermelho,Eumo,Mosaico Macho,MEL-CA-EUM-VER
Cor,Melânicos Castanho (Canela),Castanho (Canela) Vermelho,Eumo,Mosaico Fêmea,MEL-CA-EUM-VER
Cor,Melânicos Castanho (Canela),Castanho (Canela) Vermelho Marfim,Eumo,Intenso,MEL-CA-EUM-VER
Cor,Melânicos Castanho (Canela),Castanho (Canela) Vermelho Marfim,Eumo,Nevado,MEL-CA-EUM-VER
Cor,Melânicos Castanho (Canela),Castanho (Canela) Vermelho Marfim,Eumo,Mosaico Macho,MEL-CA-EUM-VER
Cor,Melânicos Castanho (Canela),Castanho (Canela) Vermelho Marfim,Eumo,Mosaico Fêmea,MEL-CA-EUM-VER
Cor,Melânicos Castanho (Canela),Canela Amarelo,Onix,Intenso,MEL-CA-ONI-VER
Cor,Melânicos Castanho (Canela),Canela Amarelo,Onix,Nevado,MEL-CA-ONI-VER
Cor,Melânicos Castanho (Canela),Canela Amarelo,Onix,Mosaico Macho,MEL-CA-ONI-VER
Cor,Melânicos Castanho (Canela),Canela Amarelo,Onix,Mosaico Fêmea,MEL-CA-ONI-VER
Cor,Melânicos Castanho (Canela),Canela Branco,Onix,Não Aplicável (Fundo Branco/Azul),MEL-CA-ONI-AZU
Cor,Melânicos Castanho (Canela),Canela Vermelho,Onix,Intenso,MEL-CA-ONI-COB
Cor,Melânicos Castanho (Canela),Canela Vermelho,Onix,Nevado,MEL-CA-ONI-COB
Cor,Melânicos Castanho (Canela),Canela Vermelho,Onix,Mosaico Macho,MEL-CA-ONI-COB
Cor,Melânicos Castanho (Canela),Canela Vermelho,Onix,Mosaico Fêmea,MEL-CA-ONI-COB
Cor,Melânicos Castanho (Canela),Castanho (Canela) Amarelo,Onix,Intenso,MEL-CA-ONI-AMA
Cor,Melânicos Castanho (Canela),Castanho (Canela) Amarelo,Onix,Nevado,MEL-CA-ONI-AMA
Cor,Melânicos Castanho (Canela),Castanho (Canela) Amarelo,Onix,Mosaico Macho,MEL-CA-ONI-AMA
Cor,Melânicos Castanho (Canela),Castanho (Canela) Amarelo,Onix,Mosaico Fêmea,MEL-CA-ONI-AMA
Cor,Melânicos Castanho (Canela),Castanho (Canela) Amarelo Marfim,Onix,Intenso,MEL-CA-ONI-AMA
Cor,Melânicos Castanho (Canela),Castanho (Canela) Amarelo Marfim,Onix,Nevado,MEL-CA-ONI-AMA
Cor,Melânicos Castanho (Canela),Castanho (Canela) Amarelo Marfim,Onix,Mosaico Macho,MEL-CA-ONI-AMA
Cor,Melânicos Castanho (Canela),Castanho (Canela) Amarelo Marfim,Onix,Mosaico Fêmea,MEL-CA-ONI-AMA
